namaresto,cuisines,namatype,ratescore,ratetext,cost,lokasi
 Cireng Keraton, Street Food, Kiosk,0, Not rated,20000,Jakarta Timur
 McDonalds Ice Cream, Desserts, Kiosk,0, Not rated,30000,Jakarta Timur
 Cendol Sin, Desserts, Kiosk,0, Not rated,40000,Jakarta Timur
 Tokio Street, Japanese, Kiosk,0, Not rated,60000,Jakarta Timur
 Daily Fresh, Street Food, Kiosk,0, Not rated,40000,Jakarta Timur
 Ichigo Crepes, Desserts, Kiosk,0, Not rated,40000,Jakarta Timur
 Mochi Mochio, Desserts, Kiosk,0, Not rated,30000,Jakarta Timur
 Smooky Days, Desserts, Kiosk,0, Not rated,50000,Jakarta Timur
 Waffelicious, Desserts, Kiosk,0, Not rated,55000,Jakarta Timur
 Cireng Keraton, Street Food, Kiosk,0, Not rated,20000,Jakarta Timur
 Octopus Takoyaki, Japanese, Kiosk,0, Not rated,50000,Jakarta Timur
 Hulala Ice Cream Roll, Ice Cream, Kiosk,0, Not rated,50000,Jakarta Timur
 King Squid, Snacks, Kiosk,0, Not rated,50000,Jakarta Timur
 Wow Banana, Street Food, Kiosk,34, Average,40000,Jakarta Utara
 Tetsin Mochi Mochio, Desserts, Kiosk,37, Good,30000,Jakarta Utara
 Montato, Snacks, Kiosk,33, Average,60000,Jakarta Utara
 Shihlin, Street Food, Kiosk,34, Average,90000,Jakarta Utara
 Bobobi, Street Food, Kiosk,35, Good,50000,Jakarta Utara
 Miss B Kitchen, Street Food, Kiosk,34, Average,50000,Jakarta Utara
 Pastel Ma Cik, Street Food, Kiosk,30, Average,50000,Jakarta Utara
 Wowfel, Desserts, Kiosk,31, Average,70000,Jakarta Utara
 Kopi Janji Jiwa, Coffee, Kiosk,33, Average,80000,Jakarta Utara
 Mochi Mochi, Desserts, Kiosk,34, Average,30000,Jakarta Utara
 HejoHejo Tjendol, Desserts, Kiosk,33, Average,60000,Jakarta Utara
 Mochi Mochi, Desserts, Kiosk,35, Good,30000,Jakarta Utara
 Selvy Manisan Jambu Bangkok, Desserts, Kiosk,34, Average,50000,Jakarta Utara
 Muchas Gracias, Mexican, Kiosk,35, Good,100000,Jakarta Utara
 Ichiban Crepes, Desserts, Kiosk,30, Average,45000,Jakarta Utara
 Mochi Mochi, Desserts, Kiosk,32, Average,30000,Jakarta Utara
 Kedai Kopi Kulo, Beverages, Kiosk,30, Average,70000,Jakarta Utara
 Coco Tree, Beverages, Kiosk,31, Average,70000,Jakarta Utara
 Pocoyo Waffle, Desserts, Kiosk,32, Biasa,100000,Jakarta Utara
 Potato Corner, Fast Food, Kiosk,33, Average,50000,Jakarta Utara
 Tokio Street, Japanese, Kiosk,0, Not rated,60000,Jakarta Utara
 Royal Eggtart, Desserts, Kiosk,0, Not rated,60000,Jakarta Utara
 My Sweet Bun, Desserts, Kiosk,0, Not rated,60000,Jakarta Utara
 Sop Durian King Durian, Desserts, Kiosk,33, Average,70000,Jakarta Utara
 Ichiban Crepes, Desserts, Kiosk,0, Not rated,45000,Jakarta Utara
 Selvy Manisan Jambu Bangkok, Desserts, Kiosk,0, Not rated,50000,Jakarta Utara
 Potato Corner, Snacks, Kiosk,0, Not rated,60000,Jakarta Utara
 Mochi Mochi, Desserts, Kiosk,0, Not rated,30000,Jakarta Utara
 Cha Yen Thai, Beverages, Kiosk,0, Not rated,60000,Jakarta Utara
 Bos Pisang, Desserts, Kiosk,0, Not rated,60000,Jakarta Utara
 Bread of Kurtos, Bakery, Kiosk,0, Not rated,50000,Jakarta Utara
 Potato Inc, Street Food, Kiosk,0, Not rated,50000,Jakarta Utara
 Kopi dan Biapong Nonamanis, Snacks, Kiosk,0, Not rated,40000,Jakarta Utara
 Hejohejo Kitchen, Desserts, Kiosk,0, Not rated,150000,Jakarta Utara
 Pong Pong Korean Smooky Snack, Desserts, Kiosk,0, Not rated,70000,Jakarta Utara
 Jolly Time Popcorn, Desserts, Kiosk,0, Not rated,50000,Jakarta Utara
 Mochi Mochi, Desserts, Kiosk,0, Not rated,30000,Jakarta Utara
 Jolly Time Popcorn, Desserts, Kiosk,0, Not rated,50000,Jakarta Utara
 Nasi Tim Mama, Chinese, Kiosk,0, Not rated,50000,Jakarta Utara
 Waffelicious, Desserts, Kiosk,0, Not rated,40000,Jakarta Utara
 D Crepes, Desserts, Kiosk,37, Good,50000,Jakarta Selatan
 D Crepes, Desserts, Kiosk,33, Average,50000,Jakarta Selatan
 Ponut Donat Kentang, Desserts, Kiosk,38, Good,40000,Jakarta Selatan
 D Crepes, Desserts, Kiosk,38, Good,50000,Jakarta Selatan
 Momoiro, Bakery, Kiosk,34, Average,80000,Jakarta Selatan
 Salad 368 Sushi, Sushi, Kiosk,35, Good,100000,Jakarta Selatan
 Mochi Mochi, Desserts, Kiosk,32, Biasa,30000,Jakarta Selatan
 Takoyaki, Japanese, Kiosk,36, Good,50000,Jakarta Selatan
 Pisang Goreng Djakarta, Desserts, Kiosk,33, Average,60000,Jakarta Selatan
 Mochi Mochi, Desserts, Kiosk,35, Good,30000,Jakarta Selatan
 Mochi Mochi, Desserts, Kiosk,34, Average,30000,Jakarta Selatan
 D Crepes, Desserts, Kiosk,34, Average,50000,Jakarta Selatan
 Chix Chix, Fast Food, Kiosk,35, Good,100000,Jakarta Selatan
 Salad Factor, Healthy Food, Kiosk,34, Average,90000,Jakarta Selatan
 Mochi Mochi, Desserts, Kiosk,30, Average,30000,Jakarta Selatan
 D Crepes, Desserts, Kiosk,34, Average,50000,Jakarta Selatan
 Kebab Turki Baba Rafi, Fast Food, Kiosk,28, Average,60000,Jakarta Selatan
 Ms DChurros, Desserts, Kiosk,32, Average,60000,Jakarta Selatan
 Mochi Mochi, Desserts, Kiosk,32, Average,30000,Jakarta Selatan
 The LITER Indonesia, Beverages, Kiosk,32, Average,60000,Jakarta Selatan
 Takoyaki Corner, Street Food, Kiosk,32, Average,50000,Jakarta Selatan
 McDonalds Ice Cream, Desserts, Kiosk,0, Not rated,30000,Jakarta Selatan
 Baso Menteng, Bakso, Kiosk,29, Average,60000,Jakarta Selatan
 Mochi Mochi, Desserts, Kiosk,33, Average,30000,Jakarta Selatan
 Bakpau A Satu, Chinese, Kiosk,0, Not rated,50000,Jakarta Selatan
 Pom Pom, Desserts, Kiosk,0, Not rated,40000,Jakarta Selatan
 Nao Kao, Bubble Tea, Kiosk,0, Not rated,60000,Jakarta Selatan
 Hejo Hejo Kitchen, Indonesian, Kiosk,32, Average,100000,Jakarta Selatan
 AW Ice Cream, Ice Cream, Kiosk,0, Not rated,100000,Jakarta Selatan
 Mochi Mochi, Desserts, Kiosk,30, Average,30000,Jakarta Selatan
 Mochi Mochi, Desserts, Kiosk,0, Not rated,30000,Jakarta Selatan
 Es Krim Eskimo, Desserts, Kiosk,0, Not rated,50000,Jakarta Selatan
 Tetsin Mochi Mochio, Desserts, Kiosk,0, Not rated,30000,Jakarta Selatan
 Chubby Taiwan Street Snacks, Taiwanese, Kiosk,0, Not rated,50000,Jakarta Selatan
 Ziippy Burger, Burger, Kiosk,0, Not rated,40000,Jakarta Selatan
 Its My Coffee, Coffee, Kiosk,0, Not rated,60000,Jakarta Selatan
 Es Sekoteng Wedang Ronde, Desserts, Kiosk,0, Not rated,50000,Jakarta Selatan
 Ichiban Crepes, Desserts, Kiosk,0, Not rated,45000,Jakarta Selatan
 Salty Sam, Asian, Kiosk,38, Good,120000,Jakarta Barat
 Cireng Keraton, Street Food, Kiosk,35, Good,20000,Jakarta Barat
 Bananugget, Desserts, Kiosk,36, Good,60000,Jakarta Barat
 Shihlin, Street Food, Kiosk,38, Good,90000,Jakarta Barat
 Sour Sally, Desserts, Kiosk,34, Average,100000,Jakarta Barat
 D Crepes, Desserts, Kiosk,34, Average,50000,Jakarta Barat
 Popotato, Street Food, Kiosk,34, Average,80000,Jakarta Barat
 Waroeng Teh Kotjok, Beverages, Kiosk,32, Average,30000,Jakarta Barat
 Mochi Mochio, Desserts, Kiosk,33, Average,30000,Jakarta Barat
 Hana Kiosk, Snacks, Kiosk,33, Average,80000,Jakarta Barat
 Shihlin, Street Food, Kiosk,33, Average,90000,Jakarta Barat
 Pizza Go, Pizza, Kiosk,31, Average,50000,Jakarta Barat
 Pisang Goreng Djakarta, Street Food, Kiosk,33, Average,60000,Jakarta Barat
 Roti John Indo, Deli, Kiosk,0, Not rated,60000,Jakarta Barat
 Waffelicious, Desserts, Kiosk,31, Average,40000,Jakarta Barat
 Daily Fresh, Street Food, Kiosk,29, Average,40000,Jakarta Barat
 Cincau Bar, Desserts, Kiosk,0, Not rated,60000,Jakarta Barat
 Donat Kampung, Desserts, Kiosk,0, Not rated,50000,Jakarta Barat
 Popotak, Street Food, Kiosk,0, Not rated,35000,Jakarta Barat
 Mochi Mochio, Desserts, Kiosk,0, Not rated,30000,Jakarta Barat
 Summer Breeze, Street Food, Kiosk,0, Not rated,50000,Jakarta Barat
 Fresco, Bakery, Kiosk,0, Not rated,15000,Jakarta Barat
 Mochi Mochio, Desserts, Kiosk,0, Not rated,30000,Jakarta Barat
 Mochi Mochi, Desserts, Kiosk,0, Not rated,30000,Jakarta Barat
 Aneka Es 88, Desserts, Kiosk,0, Not rated,40000,Jakarta Barat
 Tahu Pelit, Street Food, Kiosk,0, Not rated,60000,Jakarta Barat
 Waroeng Teh Kotjok, Beverages, Kiosk,0, Not rated,30000,Jakarta Barat
 Martabak Puas, Desserts, Kiosk,0, Not rated,100000,Jakarta Barat
 Chick n Street , Street Food, Kiosk,0, Not rated,70000,Jakarta Barat
 House Stiq, Street Food, Kiosk,0, Not rated,60000,Jakarta Barat
 Sate Taichan H Yogi, Satay, Kiosk,0, Not rated,70000,Jakarta Barat
 Dorian, Ice Cream, Kiosk,0, Not rated,50000,Jakarta Barat
 Lira Delicious Dessert, Desserts, Kiosk,0, Not rated,30000,Jakarta Barat
 OMG Poteto, Street Food, Kiosk,0, Not rated,60000,Jakarta Barat
 Dorian, Ice Cream, Kiosk,0, Not rated,50000,Jakarta Barat
 Waffelicious, Desserts, Kiosk,0, Not rated,80000,Jakarta Barat
 Mochi Mochi, Desserts, Kiosk,0, Not rated,30000,Jakarta Selatan
 Potato Ninja, Street Food, Kiosk,0, Not rated,60000,Jakarta Barat
 Mochi Mochi, Desserts, Kiosk,30, Average,30000,Jakarta Selatan
 Bebek BKB, Indonesian, Quick Bites,44, Very Good,100000,Jakarta Pusat
 Goedkoop, Cafe, Quick Bites,42, Very Good,150000,Jakarta Pusat
 Happy Day, Indonesian, Quick Bites,40, Very Good,120000,Jakarta Pusat
 Paradigma, Coffee, Quick Bites,40, Very Good,200000,Jakarta Pusat
 Coco Ichibanya Curry, Japanese, Quick Bites,46, Excellent,260000,Jakarta Pusat
 Claypot Popo, Chinese, Quick Bites,46, Excellent,100000,Jakarta Pusat
 Ikkudo Ichi, Ramen, Quick Bites,45, Excellent,180000,Jakarta Pusat
 Joni Steak, Steak, Quick Bites,40, Very Good,200000,Jakarta Pusat
 Marugame Udon, Japanese, Quick Bites,44, Very Good,120000,Jakarta Pusat
 Joni Steak, Steak, Quick Bites,41, Very Good,200000,Jakarta Pusat
 Warunk Upnormal, Street Food, Quick Bites,25, Average,100000,Jakarta Pusat
 Tom Sushi, Asian, Quick Bites,44, Very Good,100000,Jakarta Pusat
 Anomali Coffee, Coffee, Quick Bites,40, Very Good,200000,Jakarta Pusat
 Kkuldak, Fast Food, Quick Bites,41, Very Good,120000,Jakarta Pusat
 Pempek Megaria, Palembang, Quick Bites,40, Very Good,70000,Jakarta Pusat
 Quiznos Sub, Deli, Quick Bites,44, Very Good,150000,Jakarta Pusat
 Martabak Pecenongan 65A, Street Food, Quick Bites,41, Very Good,120000,Jakarta Pusat
 Seblak Jeletet Murni, Street Food, Quick Bites,39, Good,40000,Jakarta Pusat
 Mie Aceh Seulawah, Bakmi, Quick Bites,41, Very Good,75000,Jakarta Pusat
 Berrywell, Healthy Food, Quick Bites,43, Very Good,150000,Jakarta Pusat
 Bakmi Aboen, Bakmi, Quick Bites,43, Very Good,70000,Jakarta Pusat
 Mie Ayam Gondangdia, Bakmi, Quick Bites,39, Good,100000,Jakarta Pusat
 Bubur Cikini HR Suleman, Street Food, Quick Bites,23, Poor,80000,Jakarta Pusat
 Yoshinoya, Japanese, Quick Bites,41, Very Good,100000,Jakarta Pusat
 Medan Baru, Medan, Quick Bites,44, Sangat Baik,80000,Jakarta Pusat
 Saudagar Kopi, Coffee, Quick Bites,42, Very Good,130000,Jakarta Pusat
 Bakso Rusuk Samanhudi, Bakso, Quick Bites,44, Very Good,80000,Jakarta Pusat
 Dope Burger  Co, Burger, Quick Bites,41, Very Good,250000,Jakarta Pusat
 Bakmi Gang Kelinci, Bakmi, Quick Bites,37, Good,130000,Jakarta Pusat
 Waroeng Mee, Indonesian, Quick Bites,28, Average,90000,Jakarta Pusat
 Iceberg  Gelato  Pizza, Coffee, Quick Bites,39, Good,200000,Jakarta Pusat
 Giggle Box Cafe  Resto, Indonesian, Quick Bites,40, Very Good,100000,Jakarta Pusat
 Ikan Bakar Cianjur, Sunda, Quick Bites,43, Very Good,200000,Jakarta Pusat
 Bopet Mini, Padang, Quick Bites,42, Very Good,80000,Jakarta Pusat
 Restoran Trio, Chinese, Quick Bites,41, Very Good,350000,Jakarta Pusat
 Pelangi, Makassar, Quick Bites,41, Very Good,200000,Jakarta Pusat
 SaladStop, Healthy Food, Quick Bites,46, Excellent,250000,Jakarta Pusat
 Richeese Factory, Fast Food, Quick Bites,38, Good,100000,Jakarta Pusat
 Work Room Coffee, Coffee, Quick Bites,38, Good,180000,Jakarta Pusat
 Bakmi GM, Bakmi, Quick Bites,41, Very Good,125000,Jakarta Pusat
 NoMiNoMi Delight, Street Food, Quick Bites,40, Very Good,120000,Jakarta Timur
 Martabak Favourite Rawamangun, Street Food, Quick Bites,46, Excellent,80000,Jakarta Timur
 Soerabi Enhaii Bandung, Sunda, Quick Bites,36, Good,100000,Jakarta Timur
 Bakso Boedjangan, Bakso, Quick Bites,37, Good,100000,Jakarta Timur
 Umaku, Japanese, Quick Bites,43, Very Good,140000,Jakarta Timur
 Ayam Kriwil, Indonesian, Quick Bites,39, Good,120000,Jakarta Timur
 Bamboo Dimsum, Chinese, Quick Bites,20, Poor,120000,Jakarta Timur
 Mie Time, Bakmi, Quick Bites,41, Very Good,70000,Jakarta Timur
 Ropisbak Ghifari, Street Food, Quick Bites,27, Average,80000,Jakarta Timur
 Ajwad, Arabian, Quick Bites,42, Very Good,185000,Jakarta Timur
 Bakmi Golek, Bakmi, Quick Bites,41, Very Good,120000,Jakarta Timur
 Bakmi Golek, Bakmi, Quick Bites,39, Good,120000,Jakarta Timur
 Sate Kambing H Giyo, Satay, Quick Bites,39, Good,65000,Jakarta Timur
 Bakmi Golek, Bakmi, Quick Bites,39, Good,120000,Jakarta Timur
 Carls Jr, Burger, Quick Bites,42, Sangat Baik,180000,Jakarta Timur
 AEON Sushi, Sushi, Quick Bites,42, Very Good,80000,Jakarta Timur
 Omija, Cafe, Quick Bites,37, Good,150000,Jakarta Timur
 Kopilatinum, Coffee, Quick Bites,36, Good,150000,Jakarta Timur
 Keibar  Kedai Roti Bakar, Street Food, Quick Bites,38, Good,80000,Jakarta Timur
 Richeese Factory, Fast Food, Quick Bites,35, Good,100000,Jakarta Timur
 ORVIA, Coffee, Quick Bites,37, Good,150000,Jakarta Timur
 Sate Tongseng Pak Budi, Satay, Quick Bites,39, Good,90000,Jakarta Timur
 Warung Mak Dower, Betawi, Quick Bites,41, Very Good,80000,Jakarta Timur
 Kepiting Nyinyir, Seafood, Quick Bites,42, Very Good,160000,Jakarta Timur
 MASALALU, Indonesian, Quick Bites,42, Very Good,80000,Jakarta Timur
 Marugame Udon, Japanese, Quick Bites,42, Ottimo,120000,Jakarta Timur
 Lapo Marpadotbe, Batak, Quick Bites,45, Excellent,135000,Jakarta Timur
 Sushimas, Sushi, Quick Bites,40, Very Good,100000,Jakarta Timur
 Hiroya Japanese Restaurant, Japanese, Quick Bites,38, Good,170000,Jakarta Timur
 Ayam Goreng Suharti, Jawa, Quick Bites,40, Very Good,250000,Jakarta Timur
 Riung Tenda, Jawa, Quick Bites,41, Very Good,130000,Jakarta Timur
 Nasi Bebek Mak Isa, Jawa, Quick Bites,38, Good,80000,Jakarta Timur
 Bebek Kaleyo, Jawa, Quick Bites,39, Good,120000,Jakarta Timur
 Finger  Chicks, American, Quick Bites,39, Good,100000,Jakarta Timur
 Ropisbak Ghifari Balai Pustaka, Street Food, Quick Bites,35, Good,80000,Jakarta Timur
 Bakmie BBT, Chinese, Quick Bites,41, Very Good,80000,Jakarta Timur
 Sate Blora Cirebon, Satay, Quick Bites,38, Good,100000,Jakarta Timur
 Casablanca Kebab  Nasi Goreng, Arabian, Quick Bites,39, Good,90000,Jakarta Timur
 Yamien 88 Cijantung, Bakmi, Quick Bites,38, Good,90000,Jakarta Timur
 Sari Idaman, Sunda, Quick Bites,38, Good,150000,Jakarta Timur
 Wing Heng Hongkong Dim Sum Shop, Dimsum, Quick Bites,45, Excellent,150000,Jakarta Utara
 Chir Chir, Asian, Quick Bites,44, Very Good,350000,Jakarta Utara
 Take A Bite, Asian, Quick Bites,37, Good,120000,Jakarta Utara
 Chir Chir, Asian, Quick Bites,43, Very Good,350000,Jakarta Utara
 One Dim Sum, Chinese, Quick Bites,43, Very Good,150000,Jakarta Utara
 Bakoel Desa, Indonesian, Quick Bites,40, Very Good,150000,Jakarta Utara
 Wiro Sableng, Seafood, Quick Bites,45, Excellent,200000,Jakarta Utara
 Aroma Sop Seafood, Seafood, Quick Bites,46, Excellent,100000,Jakarta Utara
 Wooyoo, Ice Cream, Quick Bites,40, Very Good,150000,Jakarta Utara
 First Crack Coffee, Cafe, Quick Bites,46, Excellent,210000,Jakarta Utara
 IndoDiner Bar  Diner, Indonesian, Quick Bites,38, Good,200000,Jakarta Utara
 Warung Wakaka, Street Food, Quick Bites,41, Very Good,130000,Jakarta Utara
 Ropang Plus Plus, Indonesian, Quick Bites,43, Very Good,70000,Jakarta Utara
 Kopium Artisan Coffee, Coffee, Quick Bites,43, Very Good,180000,Jakarta Utara
 Hakata Ikkousha, Japanese, Quick Bites,44, Very Good,180000,Jakarta Utara
 Ikkudo Ichi, Ramen, Quick Bites,42, Very Good,180000,Jakarta Utara
 SHAO KAO, Satay, Quick Bites,41, Very Good,170000,Jakarta Utara
 Pig Hunter, Chinese, Quick Bites,39, Good,150000,Jakarta Utara
 Ncek Legenda Noodle Bar, Bakmi, Quick Bites,44, Very Good,70000,Jakarta Utara
 Gogigogiid, Korean, Quick Bites,41, Very Good,200000,Jakarta Utara
 Bakso Boedjangan, Bakso, Quick Bites,36, Good,100000,Jakarta Utara
 Sushi Joobu, Japanese, Quick Bites,39, Good,250000,Jakarta Utara
 Song Fa Bak Kut Teh, Chinese, Quick Bites,43, Very Good,300000,Jakarta Utara
 Street Steak, Steak, Quick Bites,40, Very Good,220000,Jakarta Utara
 BERMVDA Coffee, Coffee, Quick Bites,45, Excellent,180000,Jakarta Utara
 Babi Guling Ko Made, Balinese, Quick Bites,42, Very Good,100000,Jakarta Utara
 Tom Sushi, Asian, Quick Bites,42, Very Good,100000,Jakarta Utara
 Marugame Udon, Japanese, Quick Bites,43, Very Good,120000,Jakarta Utara
 Bakmi Bintang Gading, Bakmi, Quick Bites,41, Very Good,120000,Jakarta Utara
 Flying Pig, Chinese, Quick Bites,40, Very Good,100000,Jakarta Utara
 Kabuto Sushi dan Soba, Japanese, Quick Bites,42, Very Good,150000,Jakarta Utara
 Pangsit Mie Palu, Bakmi, Quick Bites,41, Very Good,150000,Jakarta Utara
 Pondok Pangandaran, Seafood, Quick Bites,45, Excellent,150000,Jakarta Utara
 Shigeru, Sushi, Quick Bites,40, Very Good,100000,Jakarta Utara
 Ignasias, Healthy Food, Quick Bites,41, Very Good,200000,Jakarta Utara
 Kedai Roti Kobi, Cafe, Quick Bites,43, Very Good,100000,Jakarta Utara
 Giggle Box Cafe  Resto, Indonesian, Quick Bites,38, Good,100000,Jakarta Utara
 Bebek Ummi, Jawa, Quick Bites,41, Very Good,100000,Jakarta Utara
 Bakmi Karet Foek, Bakmi, Quick Bites,42, Very Good,60000,Jakarta Utara
 Little Ubud, Balinese, Quick Bites,41, Very Good,150000,Jakarta Utara
 Kimukatsu, Japanese, Quick Bites,44, Very Good,200000,Jakarta Selatan
 Fedwell, Healthy Food, Quick Bites,47, Excellent,250000,Jakarta Selatan
 Daitokyo Sakaba, Japanese, Quick Bites,44, Very Good,250000,Jakarta Selatan
 Ottomans Coffee Brewers, Cafe, Quick Bites,42, Very Good,200000,Jakarta Selatan
 Fish Streat, Seafood, Quick Bites,42, Very Good,100000,Jakarta Selatan
 Ramen Ya, Ramen, Quick Bites,42, Very Good,150000,Jakarta Selatan
 SIKU, Desserts, Quick Bites,42, Very Good,150000,Jakarta Selatan
 Kopi Nalar, Coffee, Quick Bites,44, Sangat Baik,170000,Jakarta Selatan
 Ikkudo Ichi, Ramen, Quick Bites,44, Sangat Baik,180000,Jakarta Selatan
 Flip Burger, Burger, Quick Bites,42, Very Good,120000,Jakarta Selatan
 The Halal Guys, Middle Eastern, Quick Bites,40, Very Good,200000,Jakarta Selatan
 115 Coffee, Coffee, Quick Bites,43, Very Good,280000,Jakarta Selatan
 Caribou Coffee, Coffee, Quick Bites,42, Very Good,100000,Jakarta Selatan
 Marugame Udon, Japanese, Quick Bites,44, Sangat Baik,120000,Jakarta Selatan
 Anomali Coffee, Coffee, Quick Bites,42, Very Good,200000,Jakarta Selatan
 Mie Bangcad, Bakmi, Quick Bites,21, Poor,80000,Jakarta Selatan
 Bebek Kaleyo, Jawa, Quick Bites,41, Very Good,120000,Jakarta Selatan
 Fish Streat, Seafood, Quick Bites,41, Very Good,100000,Jakarta Selatan
 Marugame Udon, Japanese, Quick Bites,45, Excellent,120000,Jakarta Selatan
 ST ALi, Coffee, Quick Bites,39, Good,350000,Jakarta Selatan
 SaladStop, Healthy Food, Quick Bites,45, Excellent,250000,Jakarta Selatan
 Ayam Goreng Berkah Rahmat, Jawa, Quick Bites,42, Very Good,80000,Jakarta Selatan
 Hakata Ikkousha, Japanese, Quick Bites,42, Very Good,200000,Jakarta Selatan
 Sajiva Coffee Company, Coffee, Quick Bites,43, Very Good,230000,Jakarta Selatan
 Blenger Burger, Burger, Quick Bites,42, Very Good,60000,Jakarta Selatan
 Roti Eneng, Coffee, Quick Bites,43, Very Good,70000,Jakarta Selatan
 Bamboo Dimsum, Chinese, Quick Bites,18, Poor,120000,Jakarta Selatan
 Pizza Place, Pizza, Quick Bites,45, Excellent,100000,Jakarta Selatan
 Kopimana 27, Coffee, Quick Bites,45, Excellent,130000,Jakarta Selatan
 7 Speed Coffee, Coffee, Quick Bites,46, Excellent,160000,Jakarta Selatan
 Nasi Goreng Mafia, Indonesian, Quick Bites,25, Average,100000,Jakarta Selatan
 Kanawa Coffee  Munch, Coffee, Quick Bites,39, Good,150000,Jakarta Selatan
 Wingstop, Fast Food, Quick Bites,43, Very Good,120000,Jakarta Selatan
 Sophie Authentique, Coffee, Quick Bites,43, Very Good,200000,Jakarta Selatan
 Fish Wow Cheese Concept, Western, Quick Bites,39, Good,100000,Jakarta Selatan
 Cliq Coffee, Coffee, Quick Bites,41, Very Good,160000,Jakarta Selatan
 Ramen 38 Sanpachi, Japanese, Quick Bites,40, Very Good,150000,Jakarta Selatan
 Bebek Malio, Jawa, Quick Bites,42, Very Good,70000,Jakarta Selatan
 Pisang Goreng Madu Bu Nanik, Street Food, Quick Bites,45, Excellent,50000,Jakarta Barat
 Fish Streat, Seafood, Quick Bites,40, Very Good,100000,Jakarta Barat
 Abang Adek, Street Food, Quick Bites,24, Poor,60000,Jakarta Barat
 Ikkudo Ichi, Ramen, Quick Bites,44, Very Good,180000,Jakarta Barat
 Kedai Kita, Pizza, Quick Bites,39, Good,170000,Jakarta Barat
 Kimukatsu, Japanese, Quick Bites,42, Very Good,200000,Jakarta Barat
 Donburi Ichiya, Japanese, Quick Bites,41, Very Good,150000,Jakarta Barat
 Ciz n Chic, Fast Food, Quick Bites,40, Very Good,55000,Jakarta Barat
 Flip Burger, Burger, Quick Bites,41, Very Good,120000,Jakarta Barat
 Samjin Amook, Korean, Quick Bites,44, Very Good,150000,Jakarta Barat
 Marugame Udon, Japanese, Quick Bites,42, Very Good,120000,Jakarta Barat
 Tenda Ngemil, Desserts, Quick Bites,36, Good,80000,Jakarta Barat
 Tsurukamedou, Japanese, Quick Bites,43, Very Good,140000,Jakarta Barat
 Carls Jr, Burger, Quick Bites,43, Very Good,180000,Jakarta Barat
 Sushi Go, Sushi, Quick Bites,43, Very Good,100000,Jakarta Barat
 Kopi Es Tak Kie, Chinese, Quick Bites,40, Very Good,80000,Jakarta Barat
 Sop Duren 88, Street Food, Quick Bites,41, Very Good,50000,Jakarta Barat
 TOKPOKI Korean Dining, Korean, Quick Bites,39, Good,200000,Jakarta Barat
 Oh My Pork, Asian, Quick Bites,41, Very Good,120000,Jakarta Barat
 Dodee Paidang, Street Food, Quick Bites,41, Very Good,170000,Jakarta Barat
 Bubur Ayam Mangga Besar 1, Chinese, Quick Bites,44, Very Good,120000,Jakarta Barat
 SUKIYA, Japanese, Quick Bites,39, Good,130000,Jakarta Barat
 Bakmi Cong Sim Athek, Bakmi, Quick Bites,45, Excellent,100000,Jakarta Barat
 Strawberry Cafe, Asian, Quick Bites,28, Average,150000,Jakarta Barat
 Bakmi Aloi, Bakmi, Quick Bites,44, Very Good,80000,Jakarta Barat
 Gerobak Betawi, Betawi, Quick Bites,40, Very Good,120000,Jakarta Barat
 Fish  Cheap, Seafood, Quick Bites,37, Good,150000,Jakarta Barat
 Coteca, Cafe, Quick Bites,40, Very Good,150000,Jakarta Barat
 Mlinjo Cafe and Resto, Indonesian, Quick Bites,43, Very Good,150000,Jakarta Barat
 Whats Up CafÃ, Street Food, Quick Bites,21, Poor,80000,Jakarta Barat
 Bebek BKB, Indonesian, Quick Bites,41, Very Good,100000,Jakarta Barat
 Loobie Lobster, Seafood, Quick Bites,40, Very Good,200000,Jakarta Barat
 Warung Ce, Kalimantan, Quick Bites,44, Very Good,150000,Jakarta Barat
 Es Pisang Ijo Pemuda, Desserts, Quick Bites,38, Good,125000,Jakarta Barat
 Bubur Angke, Chinese, Quick Bites,46, Excellent,130000,Jakarta Barat
 OTW Food Street, Street Food, Quick Bites,36, Good,100000,Jakarta Barat
 Henis, Chinese, Quick Bites,43, Very Good,70000,Jakarta Barat
 Warunk Upnormal, Street Food, Quick Bites,34, Average,100000,Jakarta Barat
 Panties Pizza, Pizza, Quick Bites,40, Very Good,80000,Jakarta Barat
 Seblak Jeletet Murni, Street Food, Quick Bites,25, Average,40000,Jakarta Barat
 Fish Streat, Seafood, Quick Bites,41, Very Good,100000,Jakarta Selatan
 Journey Coffee, Cafe, Quick Bites,37, Good,120000,Jakarta Selatan
 Nasi Goreng Gila Gondrong, Indonesian, Street Vendor,20, Poor,70000,Jakarta Pusat
 Indah Seafood 94, Seafood, Street Vendor,43, Very Good,170000,Jakarta Pusat
 Seafood Mulyono 94, Seafood, Street Vendor,40, Very Good,130000,Jakarta Pusat
 Sambel Setan Bu Mut, Street Food, Street Vendor,25, Average,50000,Jakarta Pusat
 Ayam Malaya, Malaysian, Street Vendor,38, Good,60000,Jakarta Pusat
 Nasi Uduk Kota Intan, Indonesian, Street Vendor,40, Very Good,80000,Jakarta Pusat
 Nasi Goreng Sabang Bang Roby, Jawa, Street Vendor,36, Good,50000,Jakarta Pusat
 Kedai Sate Babi Krekot, Satay, Street Vendor,40, Very Good,60000,Jakarta Pusat
 Soto Mencos H Sarnadi, Soto, Street Vendor,37, Good,70000,Jakarta Pusat
